sample_id,alpha,lambda,pair_label,label,cascade_size
386,2.0,1.5,"α=2.0,λ=1.5",true,71
386,2.0,1.5,"α=2.0,λ=1.5",false,64
386,3.0,2.0,"α=3.0,λ=2.0",true,72
386,3.0,2.0,"α=3.0,λ=2.0",false,73
387,control,control,control,true,76
387,control,control,control,false,83
387,1.5,1.0,"α=1.5,λ=1.0",true,66
387,1.5,1.0,"α=1.5,λ=1.0",false,83
387,2.0,1.5,"α=2.0,λ=1.5",true,68
387,2.0,1.5,"α=2.0,λ=1.5",false,83
387,3.0,2.0,"α=3.0,λ=2.0",true,70
387,3.0,2.0,"α=3.0,λ=2.0",false,83
388,control,control,control,true,80
388,control,control,control,false,76
388,1.5,1.0,"α=1.5,λ=1.0",true,6
388,1.5,1.0,"α=1.5,λ=1.0",false,12
388,2.0,1.5,"α=2.0,λ=1.5",true,6
388,2.0,1.5,"α=2.0,λ=1.5",false,11
388,3.0,2.0,"α=3.0,λ=2.0",true,60
388,3.0,2.0,"α=3.0,λ=2.0",false,56
389,control,control,control,true,73
389,control,control,control,false,32
389,1.5,1.0,"α=1.5,λ=1.0",true,69
389,1.5,1.0,"α=1.5,λ=1.0",false,29
389,2.0,1.5,"α=2.0,λ=1.5",true,70
389,2.0,1.5,"α=2.0,λ=1.5",false,31
389,3.0,2.0,"α=3.0,λ=2.0",true,71
389,3.0,2.0,"α=3.0,λ=2.0",false,31
390,control,control,control,true,72
390,control,control,control,false,79
390,1.5,1.0,"α=1.5,λ=1.0",true,66
390,1.5,1.0,"α=1.5,λ=1.0",false,21
390,2.0,1.5,"α=2.0,λ=1.5",true,67
390,2.0,1.5,"α=2.0,λ=1.5",false,32
390,3.0,2.0,"α=3.0,λ=2.0",true,69
390,3.0,2.0,"α=3.0,λ=2.0",false,45
391,control,control,control,true,78
391,control,control,control,false,48
391,1.5,1.0,"α=1.5,λ=1.0",true,75
391,1.5,1.0,"α=1.5,λ=1.0",false,43
391,2.0,1.5,"α=2.0,λ=1.5",true,75
391,2.0,1.5,"α=2.0,λ=1.5",false,43
391,3.0,2.0,"α=3.0,λ=2.0",true,75
391,3.0,2.0,"α=3.0,λ=2.0",false,43
392,control,control,control,true,53
392,control,control,control,false,31
392,1.5,1.0,"α=1.5,λ=1.0",true,53
392,1.5,1.0,"α=1.5,λ=1.0",false,23
392,2.0,1.5,"α=2.0,λ=1.5",true,53
392,2.0,1.5,"α=2.0,λ=1.5",false,25
392,3.0,2.0,"α=3.0,λ=2.0",true,53
392,3.0,2.0,"α=3.0,λ=2.0",false,26
393,control,control,control,true,64
393,control,control,control,false,34
393,1.5,1.0,"α=1.5,λ=1.0",true,46
393,1.5,1.0,"α=1.5,λ=1.0",false,30
393,2.0,1.5,"α=2.0,λ=1.5",true,51
393,2.0,1.5,"α=2.0,λ=1.5",false,31
393,3.0,2.0,"α=3.0,λ=2.0",true,56
393,3.0,2.0,"α=3.0,λ=2.0",false,31
394,control,control,control,true,84
394,control,control,control,false,43
394,1.5,1.0,"α=1.5,λ=1.0",true,43
394,1.5,1.0,"α=1.5,λ=1.0",false,4
394,2.0,1.5,"α=2.0,λ=1.5",true,43
394,2.0,1.5,"α=2.0,λ=1.5",false,19
394,3.0,2.0,"α=3.0,λ=2.0",true,43
394,3.0,2.0,"α=3.0,λ=2.0",false,32
395,control,control,control,true,36
395,control,control,control,false,60
395,1.5,1.0,"α=1.5,λ=1.0",true,29
395,1.5,1.0,"α=1.5,λ=1.0",false,49
395,2.0,1.5,"α=2.0,λ=1.5",true,33
395,2.0,1.5,"α=2.0,λ=1.5",false,51
395,3.0,2.0,"α=3.0,λ=2.0",true,34
395,3.0,2.0,"α=3.0,λ=2.0",false,53
396,control,control,control,true,21
396,control,control,control,false,23
396,1.5,1.0,"α=1.5,λ=1.0",true,20
396,1.5,1.0,"α=1.5,λ=1.0",false,17
396,2.0,1.5,"α=2.0,λ=1.5",true,20
396,2.0,1.5,"α=2.0,λ=1.5",false,21
396,3.0,2.0,"α=3.0,λ=2.0",true,21
396,3.0,2.0,"α=3.0,λ=2.0",false,23
397,control,control,control,true,43
397,control,control,control,false,72
397,1.5,1.0,"α=1.5,λ=1.0",true,32
397,1.5,1.0,"α=1.5,λ=1.0",false,2
397,2.0,1.5,"α=2.0,λ=1.5",true,36
397,2.0,1.5,"α=2.0,λ=1.5",false,2
397,3.0,2.0,"α=3.0,λ=2.0",true,41
397,3.0,2.0,"α=3.0,λ=2.0",false,2
398,control,control,control,true,71
398,control,control,control,false,81
398,1.5,1.0,"α=1.5,λ=1.0",true,71
398,1.5,1.0,"α=1.5,λ=1.0",false,26
398,2.0,1.5,"α=2.0,λ=1.5",true,71
398,2.0,1.5,"α=2.0,λ=1.5",false,50
398,3.0,2.0,"α=3.0,λ=2.0",true,71
398,3.0,2.0,"α=3.0,λ=2.0",false,55
399,control,control,control,true,24
399,control,control,control,false,76
399,1.5,1.0,"α=1.5,λ=1.0",true,5
399,1.5,1.0,"α=1.5,λ=1.0",false,45
399,2.0,1.5,"α=2.0,λ=1.5",true,6
399,2.0,1.5,"α=2.0,λ=1.5",false,49
399,3.0,2.0,"α=3.0,λ=2.0",true,9
399,3.0,2.0,"α=3.0,λ=2.0",false,57
400,control,control,control,true,67
400,control,control,control,false,92
400,1.5,1.0,"α=1.5,λ=1.0",true,62
400,1.5,1.0,"α=1.5,λ=1.0",false,85
400,2.0,1.5,"α=2.0,λ=1.5",true,65
400,2.0,1.5,"α=2.0,λ=1.5",false,85
400,3.0,2.0,"α=3.0,λ=2.0",true,67
400,3.0,2.0,"α=3.0,λ=2.0",false,88
401,control,control,control,true,97
401,control,control,control,false,81
401,1.5,1.0,"α=1.5,λ=1.0",true,61
401,1.5,1.0,"α=1.5,λ=1.0",false,2
401,2.0,1.5,"α=2.0,λ=1.5",true,69
401,2.0,1.5,"α=2.0,λ=1.5",false,5
401,3.0,2.0,"α=3.0,λ=2.0",true,76
401,3.0,2.0,"α=3.0,λ=2.0",false,7
402,control,control,control,true,49
402,control,control,control,false,56
402,1.5,1.0,"α=1.5,λ=1.0",true,49
402,1.5,1.0,"α=1.5,λ=1.0",false,33
402,2.0,1.5,"α=2.0,λ=1.5",true,49
402,2.0,1.5,"α=2.0,λ=1.5",false,42
402,3.0,2.0,"α=3.0,λ=2.0",true,49
402,3.0,2.0,"α=3.0,λ=2.0",false,46
403,control,control,control,true,58
403,control,control,control,false,95
403,1.5,1.0,"α=1.5,λ=1.0",true,55
403,1.5,1.0,"α=1.5,λ=1.0",false,83
403,2.0,1.5,"α=2.0,λ=1.5",true,55
403,2.0,1.5,"α=2.0,λ=1.5",false,91
403,3.0,2.0,"α=3.0,λ=2.0",true,55
403,3.0,2.0,"α=3.0,λ=2.0",false,91
404,control,control,control,true,54
404,control,control,control,false,26
404,1.5,1.0,"α=1.5,λ=1.0",true,50
404,1.5,1.0,"α=1.5,λ=1.0",false,6
404,2.0,1.5,"α=2.0,λ=1.5",true,51
404,2.0,1.5,"α=2.0,λ=1.5",false,7
404,3.0,2.0,"α=3.0,λ=2.0",true,52
404,3.0,2.0,"α=3.0,λ=2.0",false,11
405,control,control,control,true,57
405,control,control,control,false,26
405,1.5,1.0,"α=1.5,λ=1.0",true,50
405,1.5,1.0,"α=1.5,λ=1.0",false,22
405,2.0,1.5,"α=2.0,λ=1.5",true,50
405,2.0,1.5,"α=2.0,λ=1.5",false,22
405,3.0,2.0,"α=3.0,λ=2.0",true,51
405,3.0,2.0,"α=3.0,λ=2.0",false,22
406,control,control,control,true,22
406,control,control,control,false,68
406,1.5,1.0,"α=1.5,λ=1.0",true,18
406,1.5,1.0,"α=1.5,λ=1.0",false,62
406,2.0,1.5,"α=2.0,λ=1.5",true,18
406,2.0,1.5,"α=2.0,λ=1.5",false,63
406,3.0,2.0,"α=3.0,λ=2.0",true,19
406,3.0,2.0,"α=3.0,λ=2.0",false,64
407,control,control,control,true,58
407,control,control,control,false,45
407,1.5,1.0,"α=1.5,λ=1.0",true,51
407,1.5,1.0,"α=1.5,λ=1.0",false,22
407,2.0,1.5,"α=2.0,λ=1.5",true,52
407,2.0,1.5,"α=2.0,λ=1.5",false,30
407,3.0,2.0,"α=3.0,λ=2.0",true,52
407,3.0,2.0,"α=3.0,λ=2.0",false,35
408,control,control,control,true,44
408,control,control,control,false,79
408,1.5,1.0,"α=1.5,λ=1.0",true,19
408,1.5,1.0,"α=1.5,λ=1.0",false,78
408,2.0,1.5,"α=2.0,λ=1.5",true,26
408,2.0,1.5,"α=2.0,λ=1.5",false,78
408,3.0,2.0,"α=3.0,λ=2.0",true,35
408,3.0,2.0,"α=3.0,λ=2.0",false,79
409,control,control,control,true,93
409,control,control,control,false,88
409,1.5,1.0,"α=1.5,λ=1.0",true,93
409,1.5,1.0,"α=1.5,λ=1.0",false,68
409,2.0,1.5,"α=2.0,λ=1.5",true,93
409,2.0,1.5,"α=2.0,λ=1.5",false,74
409,3.0,2.0,"α=3.0,λ=2.0",true,93
409,3.0,2.0,"α=3.0,λ=2.0",false,80
410,control,control,control,true,43
410,control,control,control,false,58
410,1.5,1.0,"α=1.5,λ=1.0",true,39
410,1.5,1.0,"α=1.5,λ=1.0",false,57
410,2.0,1.5,"α=2.0,λ=1.5",true,40
410,2.0,1.5,"α=2.0,λ=1.5",false,57
410,3.0,2.0,"α=3.0,λ=2.0",true,42
410,3.0,2.0,"α=3.0,λ=2.0",false,57
411,control,control,control,true,81
411,control,control,control,false,48
411,1.5,1.0,"α=1.5,λ=1.0",true,79
411,1.5,1.0,"α=1.5,λ=1.0",false,26
411,2.0,1.5,"α=2.0,λ=1.5",true,79
411,2.0,1.5,"α=2.0,λ=1.5",false,35
411,3.0,2.0,"α=3.0,λ=2.0",true,79
411,3.0,2.0,"α=3.0,λ=2.0",false,35
412,control,control,control,true,85
412,control,control,control,false,48
412,1.5,1.0,"α=1.5,λ=1.0",true,85
412,1.5,1.0,"α=1.5,λ=1.0",false,45
412,2.0,1.5,"α=2.0,λ=1.5",true,85
412,2.0,1.5,"α=2.0,λ=1.5",false,45
412,3.0,2.0,"α=3.0,λ=2.0",true,85
412,3.0,2.0,"α=3.0,λ=2.0",false,46
413,control,control,control,true,21
413,control,control,control,false,57
413,1.5,1.0,"α=1.5,λ=1.0",true,8
413,1.5,1.0,"α=1.5,λ=1.0",false,13
413,2.0,1.5,"α=2.0,λ=1.5",true,8
413,2.0,1.5,"α=2.0,λ=1.5",false,30
413,3.0,2.0,"α=3.0,λ=2.0",true,8
413,3.0,2.0,"α=3.0,λ=2.0",false,52
414,control,control,control,true,21
414,control,control,control,false,67
414,1.5,1.0,"α=1.5,λ=1.0",true,21
414,1.5,1.0,"α=1.5,λ=1.0",false,66
414,2.0,1.5,"α=2.0,λ=1.5",true,21
414,2.0,1.5,"α=2.0,λ=1.5",false,66
414,3.0,2.0,"α=3.0,λ=2.0",true,21
414,3.0,2.0,"α=3.0,λ=2.0",false,66
415,control,control,control,true,82
415,control,control,control,false,23
415,1.5,1.0,"α=1.5,λ=1.0",true,51
415,1.5,1.0,"α=1.5,λ=1.0",false,11
415,2.0,1.5,"α=2.0,λ=1.5",true,58
415,2.0,1.5,"α=2.0,λ=1.5",false,15
415,3.0,2.0,"α=3.0,λ=2.0",true,68
415,3.0,2.0,"α=3.0,λ=2.0",false,15
416,control,control,control,true,31
416,control,control,control,false,84
416,1.5,1.0,"α=1.5,λ=1.0",true,31
416,1.5,1.0,"α=1.5,λ=1.0",false,84
416,2.0,1.5,"α=2.0,λ=1.5",true,31
416,2.0,1.5,"α=2.0,λ=1.5",false,84
416,3.0,2.0,"α=3.0,λ=2.0",true,31
416,3.0,2.0,"α=3.0,λ=2.0",false,84
417,control,control,control,true,87
417,control,control,control,false,51
417,1.5,1.0,"α=1.5,λ=1.0",true,75
417,1.5,1.0,"α=1.5,λ=1.0",false,40
417,2.0,1.5,"α=2.0,λ=1.5",true,73
417,2.0,1.5,"α=2.0,λ=1.5",false,45
417,3.0,2.0,"α=3.0,λ=2.0",true,80
417,3.0,2.0,"α=3.0,λ=2.0",false,47
418,control,control,control,true,87
418,control,control,control,false,29
418,1.5,1.0,"α=1.5,λ=1.0",true,82
418,1.5,1.0,"α=1.5,λ=1.0",false,27
418,2.0,1.5,"α=2.0,λ=1.5",true,83
418,2.0,1.5,"α=2.0,λ=1.5",false,27
418,3.0,2.0,"α=3.0,λ=2.0",true,85
418,3.0,2.0,"α=3.0,λ=2.0",false,28
419,control,control,control,true,56
419,control,control,control,false,71
419,1.5,1.0,"α=1.5,λ=1.0",true,21
419,1.5,1.0,"α=1.5,λ=1.0",false,9
419,2.0,1.5,"α=2.0,λ=1.5",true,23
419,2.0,1.5,"α=2.0,λ=1.5",false,14
419,3.0,2.0,"α=3.0,λ=2.0",true,35
419,3.0,2.0,"α=3.0,λ=2.0",false,52
420,control,control,control,true,44
420,control,control,control,false,31
420,1.5,1.0,"α=1.5,λ=1.0",true,42
420,1.5,1.0,"α=1.5,λ=1.0",false,5
420,2.0,1.5,"α=2.0,λ=1.5",true,42
420,2.0,1.5,"α=2.0,λ=1.5",false,5
420,3.0,2.0,"α=3.0,λ=2.0",true,43
420,3.0,2.0,"α=3.0,λ=2.0",false,5
421,control,control,control,true,32
421,control,control,control,false,69
421,1.5,1.0,"α=1.5,λ=1.0",true,27
421,1.5,1.0,"α=1.5,λ=1.0",false,67
421,2.0,1.5,"α=2.0,λ=1.5",true,27
421,2.0,1.5,"α=2.0,λ=1.5",false,67
421,3.0,2.0,"α=3.0,λ=2.0",true,30
421,3.0,2.0,"α=3.0,λ=2.0",false,68
422,control,control,control,true,46
422,control,control,control,false,82
422,1.5,1.0,"α=1.5,λ=1.0",true,30
422,1.5,1.0,"α=1.5,λ=1.0",false,77
422,2.0,1.5,"α=2.0,λ=1.5",true,33
422,2.0,1.5,"α=2.0,λ=1.5",false,79
422,3.0,2.0,"α=3.0,λ=2.0",true,35
422,3.0,2.0,"α=3.0,λ=2.0",false,78
423,control,control,control,true,80
423,control,control,control,false,65
423,1.5,1.0,"α=1.5,λ=1.0",true,74
423,1.5,1.0,"α=1.5,λ=1.0",false,3
423,2.0,1.5,"α=2.0,λ=1.5",true,75
423,2.0,1.5,"α=2.0,λ=1.5",false,53
423,3.0,2.0,"α=3.0,λ=2.0",true,76
423,3.0,2.0,"α=3.0,λ=2.0",false,56
424,control,control,control,true,24
424,control,control,control,false,93
424,1.5,1.0,"α=1.5,λ=1.0",true,21
424,1.5,1.0,"α=1.5,λ=1.0",false,44
424,2.0,1.5,"α=2.0,λ=1.5",true,21
424,2.0,1.5,"α=2.0,λ=1.5",false,55
424,3.0,2.0,"α=3.0,λ=2.0",true,21
424,3.0,2.0,"α=3.0,λ=2.0",false,69
425,control,control,control,true,80
425,control,control,control,false,71
425,1.5,1.0,"α=1.5,λ=1.0",true,73
425,1.5,1.0,"α=1.5,λ=1.0",false,3
425,2.0,1.5,"α=2.0,λ=1.5",true,73
425,2.0,1.5,"α=2.0,λ=1.5",false,3
425,3.0,2.0,"α=3.0,λ=2.0",true,77
425,3.0,2.0,"α=3.0,λ=2.0",false,3
426,control,control,control,true,25
426,control,control,control,false,93
426,1.5,1.0,"α=1.5,λ=1.0",true,24
426,1.5,1.0,"α=1.5,λ=1.0",false,52
426,2.0,1.5,"α=2.0,λ=1.5",true,24
426,2.0,1.5,"α=2.0,λ=1.5",false,68
426,3.0,2.0,"α=3.0,λ=2.0",true,25
426,3.0,2.0,"α=3.0,λ=2.0",false,78
427,control,control,control,true,28
427,control,control,control,false,78
427,1.5,1.0,"α=1.5,λ=1.0",true,28
427,1.5,1.0,"α=1.5,λ=1.0",false,28
427,2.0,1.5,"α=2.0,λ=1.5",true,28
427,2.0,1.5,"α=2.0,λ=1.5",false,41
427,3.0,2.0,"α=3.0,λ=2.0",true,28
427,3.0,2.0,"α=3.0,λ=2.0",false,51
428,control,control,control,true,73
428,control,control,control,false,84
428,1.5,1.0,"α=1.5,λ=1.0",true,72
428,1.5,1.0,"α=1.5,λ=1.0",false,84
428,2.0,1.5,"α=2.0,λ=1.5",true,72
428,2.0,1.5,"α=2.0,λ=1.5",false,84
428,3.0,2.0,"α=3.0,λ=2.0",true,72
428,3.0,2.0,"α=3.0,λ=2.0",false,84
429,control,control,control,true,31
429,control,control,control,false,62
429,1.5,1.0,"α=1.5,λ=1.0",true,20
429,1.5,1.0,"α=1.5,λ=1.0",false,47
429,2.0,1.5,"α=2.0,λ=1.5",true,21
429,2.0,1.5,"α=2.0,λ=1.5",false,52
429,3.0,2.0,"α=3.0,λ=2.0",true,22
429,3.0,2.0,"α=3.0,λ=2.0",false,52
430,control,control,control,true,84
430,control,control,control,false,31
430,1.5,1.0,"α=1.5,λ=1.0",true,84
430,1.5,1.0,"α=1.5,λ=1.0",false,5
430,2.0,1.5,"α=2.0,λ=1.5",true,84
430,2.0,1.5,"α=2.0,λ=1.5",false,5
430,3.0,2.0,"α=3.0,λ=2.0",true,84
430,3.0,2.0,"α=3.0,λ=2.0",false,5
431,control,control,control,true,66
431,control,control,control,false,51
431,1.5,1.0,"α=1.5,λ=1.0",true,59
431,1.5,1.0,"α=1.5,λ=1.0",false,41
431,2.0,1.5,"α=2.0,λ=1.5",true,60
431,2.0,1.5,"α=2.0,λ=1.5",false,39
431,3.0,2.0,"α=3.0,λ=2.0",true,62
431,3.0,2.0,"α=3.0,λ=2.0",false,44
432,control,control,control,true,26
432,control,control,control,false,78
432,1.5,1.0,"α=1.5,λ=1.0",true,22
432,1.5,1.0,"α=1.5,λ=1.0",false,78
432,2.0,1.5,"α=2.0,λ=1.5",true,22
432,2.0,1.5,"α=2.0,λ=1.5",false,78
432,3.0,2.0,"α=3.0,λ=2.0",true,22
432,3.0,2.0,"α=3.0,λ=2.0",false,78
433,control,control,control,true,47
433,control,control,control,false,85
433,1.5,1.0,"α=1.5,λ=1.0",true,47
433,1.5,1.0,"α=1.5,λ=1.0",false,45
433,2.0,1.5,"α=2.0,λ=1.5",true,47
433,2.0,1.5,"α=2.0,λ=1.5",false,52
433,3.0,2.0,"α=3.0,λ=2.0",true,47
433,3.0,2.0,"α=3.0,λ=2.0",false,60
434,control,control,control,true,62
434,control,control,control,false,89
434,1.5,1.0,"α=1.5,λ=1.0",true,56
434,1.5,1.0,"α=1.5,λ=1.0",false,2
434,2.0,1.5,"α=2.0,λ=1.5",true,58
434,2.0,1.5,"α=2.0,λ=1.5",false,2
434,3.0,2.0,"α=3.0,λ=2.0",true,59
434,3.0,2.0,"α=3.0,λ=2.0",false,2
435,control,control,control,true,99
435,control,control,control,false,73
435,1.5,1.0,"α=1.5,λ=1.0",true,97
435,1.5,1.0,"α=1.5,λ=1.0",false,67
435,2.0,1.5,"α=2.0,λ=1.5",true,99
435,2.0,1.5,"α=2.0,λ=1.5",false,68
435,3.0,2.0,"α=3.0,λ=2.0",true,97
435,3.0,2.0,"α=3.0,λ=2.0",false,69
436,control,control,control,true,39
436,control,control,control,false,42
436,1.5,1.0,"α=1.5,λ=1.0",true,38
436,1.5,1.0,"α=1.5,λ=1.0",false,40
436,2.0,1.5,"α=2.0,λ=1.5",true,38
436,2.0,1.5,"α=2.0,λ=1.5",false,40
436,3.0,2.0,"α=3.0,λ=2.0",true,38
436,3.0,2.0,"α=3.0,λ=2.0",false,42
437,control,control,control,true,24
437,control,control,control,false,40
437,1.5,1.0,"α=1.5,λ=1.0",true,22
437,1.5,1.0,"α=1.5,λ=1.0",false,31
437,2.0,1.5,"α=2.0,λ=1.5",true,24
437,2.0,1.5,"α=2.0,λ=1.5",false,34
437,3.0,2.0,"α=3.0,λ=2.0",true,24
437,3.0,2.0,"α=3.0,λ=2.0",false,34
438,control,control,control,true,60
438,control,control,control,false,77
438,1.5,1.0,"α=1.5,λ=1.0",true,55
438,1.5,1.0,"α=1.5,λ=1.0",false,75
438,2.0,1.5,"α=2.0,λ=1.5",true,56
438,2.0,1.5,"α=2.0,λ=1.5",false,75
438,3.0,2.0,"α=3.0,λ=2.0",true,56
438,3.0,2.0,"α=3.0,λ=2.0",false,76
439,control,control,control,true,53
439,control,control,control,false,23
439,1.5,1.0,"α=1.5,λ=1.0",true,41
439,1.5,1.0,"α=1.5,λ=1.0",false,4
439,2.0,1.5,"α=2.0,λ=1.5",true,41
439,2.0,1.5,"α=2.0,λ=1.5",false,4
439,3.0,2.0,"α=3.0,λ=2.0",true,43
439,3.0,2.0,"α=3.0,λ=2.0",false,16
440,control,control,control,true,30
440,control,control,control,false,72
440,1.5,1.0,"α=1.5,λ=1.0",true,2
440,1.5,1.0,"α=1.5,λ=1.0",false,32
440,2.0,1.5,"α=2.0,λ=1.5",true,9
440,2.0,1.5,"α=2.0,λ=1.5",false,38
440,3.0,2.0,"α=3.0,λ=2.0",true,18
440,3.0,2.0,"α=3.0,λ=2.0",false,51
441,control,control,control,true,54
441,control,control,control,false,90
441,1.5,1.0,"α=1.5,λ=1.0",true,50
441,1.5,1.0,"α=1.5,λ=1.0",false,87
441,2.0,1.5,"α=2.0,λ=1.5",true,50
441,2.0,1.5,"α=2.0,λ=1.5",false,87
441,3.0,2.0,"α=3.0,λ=2.0",true,52
441,3.0,2.0,"α=3.0,λ=2.0",false,87
442,control,control,control,true,87
442,control,control,control,false,79
442,1.5,1.0,"α=1.5,λ=1.0",true,82
442,1.5,1.0,"α=1.5,λ=1.0",false,15
442,2.0,1.5,"α=2.0,λ=1.5",true,83
442,2.0,1.5,"α=2.0,λ=1.5",false,21
442,3.0,2.0,"α=3.0,λ=2.0",true,86
442,3.0,2.0,"α=3.0,λ=2.0",false,40
443,control,control,control,true,33
443,control,control,control,false,61
443,1.5,1.0,"α=1.5,λ=1.0",true,21
443,1.5,1.0,"α=1.5,λ=1.0",false,35
443,2.0,1.5,"α=2.0,λ=1.5",true,24
443,2.0,1.5,"α=2.0,λ=1.5",false,39
443,3.0,2.0,"α=3.0,λ=2.0",true,28
443,3.0,2.0,"α=3.0,λ=2.0",false,46
444,control,control,control,true,54
444,control,control,control,false,62
444,1.5,1.0,"α=1.5,λ=1.0",true,47
444,1.5,1.0,"α=1.5,λ=1.0",false,40
444,2.0,1.5,"α=2.0,λ=1.5",true,47
444,2.0,1.5,"α=2.0,λ=1.5",false,46
444,3.0,2.0,"α=3.0,λ=2.0",true,50
444,3.0,2.0,"α=3.0,λ=2.0",false,52
445,control,control,control,true,22
445,control,control,control,false,23
445,1.5,1.0,"α=1.5,λ=1.0",true,22
445,1.5,1.0,"α=1.5,λ=1.0",false,12
445,2.0,1.5,"α=2.0,λ=1.5",true,22
445,2.0,1.5,"α=2.0,λ=1.5",false,16
445,3.0,2.0,"α=3.0,λ=2.0",true,22
445,3.0,2.0,"α=3.0,λ=2.0",false,19
446,control,control,control,true,36
446,control,control,control,false,62
446,1.5,1.0,"α=1.5,λ=1.0",true,15
446,1.5,1.0,"α=1.5,λ=1.0",false,35
446,2.0,1.5,"α=2.0,λ=1.5",true,21
446,2.0,1.5,"α=2.0,λ=1.5",false,42
446,3.0,2.0,"α=3.0,λ=2.0",true,23
446,3.0,2.0,"α=3.0,λ=2.0",false,51
447,control,control,control,true,41
447,control,control,control,false,72
447,1.5,1.0,"α=1.5,λ=1.0",true,11
447,1.5,1.0,"α=1.5,λ=1.0",false,69
447,2.0,1.5,"α=2.0,λ=1.5",true,11
447,2.0,1.5,"α=2.0,λ=1.5",false,69
447,3.0,2.0,"α=3.0,λ=2.0",true,11
447,3.0,2.0,"α=3.0,λ=2.0",false,70
448,control,control,control,true,80
448,control,control,control,false,57
448,1.5,1.0,"α=1.5,λ=1.0",true,57
448,1.5,1.0,"α=1.5,λ=1.0",false,43
448,2.0,1.5,"α=2.0,λ=1.5",true,48
448,2.0,1.5,"α=2.0,λ=1.5",false,45
448,3.0,2.0,"α=3.0,λ=2.0",true,68
448,3.0,2.0,"α=3.0,λ=2.0",false,49
449,control,control,control,true,61
449,control,control,control,false,30
449,1.5,1.0,"α=1.5,λ=1.0",true,60
449,1.5,1.0,"α=1.5,λ=1.0",false,6
449,2.0,1.5,"α=2.0,λ=1.5",true,60
449,2.0,1.5,"α=2.0,λ=1.5",false,14
449,3.0,2.0,"α=3.0,λ=2.0",true,61
449,3.0,2.0,"α=3.0,λ=2.0",false,18
450,control,control,control,true,76
450,control,control,control,false,76
450,1.5,1.0,"α=1.5,λ=1.0",true,35
450,1.5,1.0,"α=1.5,λ=1.0",false,76
450,2.0,1.5,"α=2.0,λ=1.5",true,44
450,2.0,1.5,"α=2.0,λ=1.5",false,76
450,3.0,2.0,"α=3.0,λ=2.0",true,58
450,3.0,2.0,"α=3.0,λ=2.0",false,76
451,control,control,control,true,59
451,control,control,control,false,76
451,1.5,1.0,"α=1.5,λ=1.0",true,57
451,1.5,1.0,"α=1.5,λ=1.0",false,76
451,2.0,1.5,"α=2.0,λ=1.5",true,58
451,2.0,1.5,"α=2.0,λ=1.5",false,76
451,3.0,2.0,"α=3.0,λ=2.0",true,58
451,3.0,2.0,"α=3.0,λ=2.0",false,76
452,control,control,control,true,88
452,control,control,control,false,33
452,1.5,1.0,"α=1.5,λ=1.0",true,88
452,1.5,1.0,"α=1.5,λ=1.0",false,16
452,2.0,1.5,"α=2.0,λ=1.5",true,88
452,2.0,1.5,"α=2.0,λ=1.5",false,20
452,3.0,2.0,"α=3.0,λ=2.0",true,88
452,3.0,2.0,"α=3.0,λ=2.0",false,26
453,control,control,control,true,57
453,control,control,control,false,26
453,1.5,1.0,"α=1.5,λ=1.0",true,56
453,1.5,1.0,"α=1.5,λ=1.0",false,12
453,2.0,1.5,"α=2.0,λ=1.5",true,56
453,2.0,1.5,"α=2.0,λ=1.5",false,17
453,3.0,2.0,"α=3.0,λ=2.0",true,56
453,3.0,2.0,"α=3.0,λ=2.0",false,19
454,control,control,control,true,33
454,control,control,control,false,59
454,1.5,1.0,"α=1.5,λ=1.0",true,16
454,1.5,1.0,"α=1.5,λ=1.0",false,2
454,2.0,1.5,"α=2.0,λ=1.5",true,21
454,2.0,1.5,"α=2.0,λ=1.5",false,2
454,3.0,2.0,"α=3.0,λ=2.0",true,27
454,3.0,2.0,"α=3.0,λ=2.0",false,2
455,control,control,control,true,70
455,control,control,control,false,23
455,1.5,1.0,"α=1.5,λ=1.0",true,66
455,1.5,1.0,"α=1.5,λ=1.0",false,22
455,2.0,1.5,"α=2.0,λ=1.5",true,66
455,2.0,1.5,"α=2.0,λ=1.5",false,22
455,3.0,2.0,"α=3.0,λ=2.0",true,67
455,3.0,2.0,"α=3.0,λ=2.0",false,22
456,control,control,control,true,62
456,control,control,control,false,81
456,1.5,1.0,"α=1.5,λ=1.0",true,56
456,1.5,1.0,"α=1.5,λ=1.0",false,67
456,2.0,1.5,"α=2.0,λ=1.5",true,56
456,2.0,1.5,"α=2.0,λ=1.5",false,72
456,3.0,2.0,"α=3.0,λ=2.0",true,56
456,3.0,2.0,"α=3.0,λ=2.0",false,76
457,control,control,control,true,33
457,control,control,control,false,43
457,1.5,1.0,"α=1.5,λ=1.0",true,26
457,1.5,1.0,"α=1.5,λ=1.0",false,4
457,2.0,1.5,"α=2.0,λ=1.5",true,26
457,2.0,1.5,"α=2.0,λ=1.5",false,4
457,3.0,2.0,"α=3.0,λ=2.0",true,29
457,3.0,2.0,"α=3.0,λ=2.0",false,8
458,control,control,control,true,66
458,control,control,control,false,78
458,1.5,1.0,"α=1.5,λ=1.0",true,65
458,1.5,1.0,"α=1.5,λ=1.0",false,78
458,2.0,1.5,"α=2.0,λ=1.5",true,65
458,2.0,1.5,"α=2.0,λ=1.5",false,78
458,3.0,2.0,"α=3.0,λ=2.0",true,65
458,3.0,2.0,"α=3.0,λ=2.0",false,78
459,control,control,control,true,74
459,control,control,control,false,77
